PC1,PC2,PC3,PC4,PC5
-7.1907828053520575,13.656684084244304,6.006993667675838,-10.934849490177163,8.789862095133019
-5.87800531387553,8.239457844899094,5.766337605308363,-4.778696657225098,3.4069860441140634
-2.3184399512622806,5.634633438779903,-1.3252522244708245,-6.313199435232333,8.820805033951375
24.548435501216638,3.5865011390352812,1.547455329850824,-1.4839985838475087,-2.145715475533187
27.274878713006746,-0.28698856035002224,4.527560540100234,0.5111039823326997,-0.9553950432917484
-4.704528508263976,3.4195295447163354,0.17242445662846603,13.490855966767107,3.5616442952386618
-2.0436501622874528,-12.657754316878641,-7.939203583067339,-6.093642795674588,8.905819640517711
-7.78557616389587,13.538274295686769,4.781869271204319,-13.686488631310658,7.670867392928292
-10.367053432846715,-1.5262291527543597,12.052677816225792,8.039550576743904,6.623527752333102
-7.855747559875464,-17.310808921645204,3.265523755938779,-6.400324372906857,2.221764882148476
-4.700731772408562,7.971079443157409,-1.3483440557357513,12.063969318946814,5.004445260299135
-0.696611124479598,-21.440519650073703,-9.16282198687636,-3.821189257922766,8.109635368845431
-8.274156998691671,13.067203272432366,8.666977702015991,-13.266094796035311,1.3206289762353183
7.30387346422743,-1.6078640038272802,-3.68979104324465,-0.517913542591582,6.210024851730308
-2.7564115397923,6.773158299236174,-3.545732179039402,12.249950696593585,2.285493026069762
-5.861324014222564,8.564564974796156,-1.091172592786488,14.313521791051203,6.081182436750548
-6.807381555230922,0.06914797036631454,7.462919227625449,-6.324787801362687,1.1397360927331197
-6.044180463897316,-3.3775198854584465,4.470029502803119,-0.6288466630794776,-9.239119181338758
-5.0242631012508205,-10.635576169841405,-9.245357848974743,-7.972186645828161,2.9132758604118485
-6.312205343004818,-11.281361503016266,5.787160522606873,11.772326033786294,-1.878790286099064
7.702929634598116,2.864040042383693,-8.56502421960529,-0.3252567102689064,2.8329675432146804
-10.026363882297387,11.945600640339888,7.857783838482183,-16.799643132866493,-0.2127840829241877
12.320615090847081,-2.87942909351355,-4.745029980574169,-0.6314903678529862,10.453756004551119
-5.656291228277136,11.147089070557328,-3.1404252652567792,-2.68251914591143,2.125002925480966
-4.201729101668314,-13.251903442398458,-14.01751627306587,-6.467456747785755,7.682173735691425
-4.302408018212048,10.972207430436224,-0.7463806880764814,8.263552701322075,5.420953679600418
-6.060175081040152,1.7962608351051097,2.80811628371648,-10.41111712243915,-10.016656575333656
-5.974860153419872,0.5780822471512561,-3.8892454244843497,-7.189053112025233,-5.503324095855499
-7.434810613603915,-3.4655475947632657,10.17399542873394,-6.172527881926854,-12.243993620048727
-3.3624710123152672,4.2052010864044576,-3.621571105489938,3.800034728696109,-0.019700713412659162
28.56518267572023,1.9219915230937286,3.644693407702211,-0.664806901169445,0.36205321871057594
27.092652132374504,2.2774864823746706,1.668369626890603,0.45987440611335445,-0.3169320671350094
-4.580962254919953,3.9399183788312815,0.45381849545521485,13.287497126015529,5.526597576306762
-3.4896700497851665,6.351273858344908,-3.0282379640669026,0.7179412374685191,2.7070543526036674
-3.5101555809879783,-19.302705124673793,-11.681252456921179,-4.812385089522062,2.154559557730744
-3.336981276751036,3.7583011640660664,-9.546310244880873,0.704625342624364,-16.11461138890057
18.51859632266312,2.568519514542477,8.626136079835725,-0.0275609184065789,-1.0079490473283126
5.830992760159522,-20.488547423826596,-2.7970328264646933,-12.66019991445711,11.899008931350865
-6.002970125449919,10.30595804135589,1.2011158294878952,8.112242766098628,7.087560981664472
4.1588181592404005,3.6324432709781536,-1.6732854591222903,-5.065322107523347,5.489252290916195
-3.5793704596978126,6.438117100996558,2.120069401097721,-6.457294229248243,1.8038725265204605
-8.397128337881455,-18.053720070728943,14.580345413655492,8.156872676625783,-3.86302529258106
-3.375969515355312,4.9165243908698795,-8.40782156372205,2.1218643571316442,-14.453743590652659
-2.9222883638269206,6.230229459685778,-16.176531142574724,1.5801304831881053,-9.041560457326625
-8.338901036379907,-16.67539208068145,13.614806488759148,9.558837000221816,-3.4698270909928484
26.758122088573508,-0.21386716577678816,3.886428977330075,-0.39570269404834235,1.9398553668270193
